Tag	VR	Name	
(0028,1212)	OW	Large Green Palette Color Lookup Table Data	Retired
(0028,1213)	OW	Large Blue Palette Color Lookup Table Data	Retired
(0028,1214)	UI	Large Palette Color Lookup Table UID	Retired
(0028,1221)	OW	Segmented Red Palette Color Lookup Table Data	
(0028,1222)	OW	Segmented Green Palette Color Lookup Table Data	
(0028,1223)	OW	Segmented Blue Palette Color Lookup Table Data	
(0028,1224)	OW	Segmented Alpha Palette Color Lookup Table Data	
(0028,1300)	CS	Breast Implant Present	
(0028,1350)	CS	Partial View	
(0028,1351)	ST	Partial View Description	
(0028,1352)	SQ	Partial View Code Sequence	
(0028,135A)	CS	Spatial Locations Preserved	
(0028,1401)	SQ	Data Frame Assignment Sequence	
(0028,1402)	CS	Data Path Assignment	
(0028,1403)	US	Bits Mapped to Color Lookup Table	
(0028,1404)	SQ	Blending LUT 1 Sequence	
(0028,1405)	CS	Blending LUT 1 Transfer Function	
(0028,1406)	FD	Blending Weight Constant	
(0028,1407)	US	Blending Lookup Table Descriptor	
(0028,1408)	OW	Blending Lookup Table Data	
(0028,140B)	SQ	Enhanced Palette Color Lookup Table Sequence	
(0028,140C)	SQ	Blending LUT 2 Sequence	
(0028,140D)	CS	Blending LUT 2 Transfer Function	
(0028,140E)	CS	Data Path ID	
(0028,140F)	CS	RGB LUT Transfer Function	
(0028,1410)	CS	Alpha LUT Transfer Function	
(0028,2000)	OB	ICC Profile	
(0028,2002)	CS	Color Space	
(0028,2110)	CS	Lossy Image Compression	
(0028,2112)	DS	Lossy Image Compression Ratio	
(0028,2114)	CS	Lossy Image Compression Method	
(0028,3000)	SQ	Modality LUT Sequence	
(0028,3002)	US or SS	LUT Descriptor	
(0028,3003)	LO	LUT Explanation	
(0028,3004)	LO	Modality LUT Type	
(0028,3006)	US or OW	LUT Data	
(0028,3010)	SQ	VOI LUT Sequence	
(0028,3110)	SQ	Softcopy VOI LUT Sequence	
(0028,4000)	LT	Image Presentation Comments	Retired
(0028,5000)	SQ	Bi-Plane Acquisition Sequence	Retired
(0028,6010)	US	Representative Frame Number	
(0028,6020)	US	Frame Numbers of Interest (FOI)	
(0028,6022)	LO	Frame of Interest Description	
(0028,6023)	CS	Frame of Interest Type	
(0028,6030)	US	Mask Pointer(s)	Retired
(0028,6040)	US	R Wave Pointer	
(0028,6100)	SQ	Mask Subtraction Sequence	
(0028,6101)	CS	Mask Operation	
(0028,6102)	US	Applicable Frame Range	
(0028,6110)	US	Mask Frame Numbers	
(0028,6112)	US	Contrast Frame Averaging	
(0028,6114)	FL	Mask Sub-pixel Shift	
(0028,6120)	SS	TID Offset	
(0028,6190)	ST	Mask Operation Explanation	
(0028,7000)	SQ	Equipment Administrator Sequence	
(0028,7001)	US	Number of Display Subsystems	
(0028,7002)	US	Current Configuration ID	
(0028,7003)	US	Display Subsystem ID	
(0028,7004)	SH	Display Subsystem Name	
(0028,7005)	LO	Display Subsystem Description	
(0028,7006)	CS	System Status	
(0028,7007)	LO	System Status Comment	
(0028,7008)	SQ	Target Luminance Characteristics Sequence	
(0028,7009)	US	Luminance Characteristics ID	
(0028,700A)	SQ	Display Subsystem Configuration Sequence	
(0028,700B)	US	Configuration ID	
(0028,700C)	SH	Configuration Name	
(0028,700D)	LO	Configuration Description	
(0028,700E)	US	Referenced Target Luminance Characteristics ID	
(0028,700F)	SQ	QA Results Sequence	
(0028,7010)	SQ	Display Subsystem QA Results Sequence	
(0028,7011)	SQ	Configuration QA Results Sequence	
(0028,7012)	SQ	Measurement Equipment Sequence	
(0028,7013)	CS	Measurement Functions	
(0028,7014)	CS	Measurement Equipment Type	
(0028,7015)	SQ	Visual Evaluation Result Sequence	
(0028,7016)	SQ	Display Calibration Result Sequence	
(0028,7017)	US	DDL Value	
(0028,7018)	FL	CIExy White Point	
(0028,7019)	CS	Display Function Type	
(0028,701A)	FL	Gamma Value	
(0028,701B)	US	Number of Luminance Points	
(0028,701C)	SQ	Luminance Response Sequence	
(0028,701D)	FL	Target Minimum Luminance	
(0028,701E)	FL	Target Maximum Luminance	
(0028,701F)	FL	Luminance Value	
(0028,7020)	LO	Luminance Response Description	
(0028,7021)	CS	White Point Flag	
(0028,7022)	SQ	Display Device Type Code Sequence	
(0028,7023)	SQ	Display Subsystem Sequence	
(0028,7024)	SQ	Luminance Result Sequence	
(0028,7025)	CS	Ambient Light Value Source	
(0028,7026)	CS	Measured Characteristics	
(0028,7027)	SQ	Luminance Uniformity Result Sequence	
(0028,7028)	SQ	Visual Evaluation Test Sequence	
(0028,7029)	CS	Test Result	
(0028,702A)	LO	Test Result Comment	
(0028,702B)	CS	Test Image Validation	
(0028,702C)	SQ	Test Pattern Code Sequence	
(0028,702D)	SQ	Measurement Pattern Code Sequence	
(0028,702E)	SQ	Visual Evaluation Method Code Sequence	
(0028,7FE0)	UR	Pixel Data Provider URL	
(0028,9001)	UL	Data Point Rows	
(0028,9002)	UL	Data Point Columns	
(0028,9003)	CS	Signal Domain Columns	
(0028,9099)	US	Largest Monochrome Pixel Value	Retired
(0028,9108)	CS	Data Representation	
(0028,9110)	SQ	Pixel Measures Sequence	
(0028,9132)	SQ	Frame VOI LUT Sequence	
(0028,9145)	SQ	Pixel Value Transformation Sequence	
(0028,9235)	CS	Signal Domain Rows	
(0028,9411)	FL	Display Filter Percentage	
(0028,9415)	SQ	Frame Pixel Shift Sequence	
(0028,9416)	US	Subtraction Item ID	
(0028,9422)	SQ	Pixel Intensity Relationship LUT Sequence	
(0028,9443)	SQ	Frame Pixel Data Properties Sequence	
(0028,9444)	CS	Geometrical Properties	
(0028,9445)	FL	Geometric Maximum Distortion	
(0028,9446)	CS	Image Processing Applied	
(0028,9454)	CS	Mask Selection Mode	
(0028,9474)	CS	LUT Function	
(0028,9478)	FL	Mask Visibility Percentage	
(0028,9501)	SQ	Pixel Shift Sequence	
(0028,9502)	SQ	Region Pixel Shift Sequence	
(0028,9503)	SS	Vertices of the Region	
(0028,9505)	SQ	Multi-frame Presentation Sequence	
(0028,9506)	US	Pixel Shift Frame Range	
(0028,9507)	US	LUT Frame Range	
(0028,9520)	DS	Image to Equipment Mapping Matrix	
(0028,9537)	CS	Equipment Coordinate System Identification	
(0032,000A)	CS	Study Status ID	Retired
(0032,000C)	CS	Study Priority ID	Retired
(0032,0012)	LO	Study ID Issuer	Retired
(0032,0032)	DA	Study Verified Date	Retired
(0032,0033)	TM	Study Verified Time	Retired
(0032,0034)	DA	Study Read Date	Retired
(0032,0035)	TM	Study Read Time	Retired
(0032,1000)	DA	Scheduled Study Start Date	Retired
(0032,1001)	TM	Scheduled Study Start Time	Retired
(0032,1010)	DA	Scheduled Study Stop Date	Retired
(0032,1011)	TM	Scheduled Study Stop Time	Retired
(0032,1020)	LO	Scheduled Study Location	Retired
(0032,1021)	AE	Scheduled Study Location AE Title	Retired
(0032,1030)	LO	Reason for Study	Retired
(0032,1031)	SQ	Requesting Physician Identification Sequence	
(0032,1032)	PN	Requesting Physician	
(0032,1033)	LO	Requesting Service	
(0032,1034)	SQ	Requesting Service Code Sequence	
(0032,1040)	DA	Study Arrival Date	Retired
(0032,1041)	TM	Study Arrival Time	Retired
(0032,1050)	DA	Study Completion Date	Retired
(0032,1051)	TM	Study Completion Time	Retired
(0032,1055)	CS	Study Component Status ID	Retired
(0032,1060)	LO	Requested Procedure Description	
(0032,1064)	SQ	Requested Procedure Code Sequence	
(0032,1070)	LO	Requested Contrast Agent	
(0032,4000)	LT	Study Comments	Retired
(0038,0004)	SQ	Referenced Patient Alias Sequence	
(0038,0008)	CS	Visit Status ID	
(0038,0010)	LO	Admission ID	
(0038,0011)	LO	Issuer of Admission ID	Retired
(0038,0014)	SQ	Issuer of Admission ID Sequence	
(0038,0016)	LO	Route of Admissions	
(0038,001A)	DA	Scheduled Admission Date	Retired
(0038,001B)	TM	Scheduled Admission Time	Retired
(0038,001C)	DA	Scheduled Discharge Date	Retired
(0038,001D)	TM	Scheduled Discharge Time	Retired
(0038,001E)	LO	Scheduled Patient Institution Residence	Retired
(0038,0020)	DA	Admitting Date	
(0038,0021)	TM	Admitting Time	
(0038,0030)	DA	Discharge Date	Retired
(0038,0032)	TM	Discharge Time	Retired
(0038,0040)	LO	Discharge Diagnosis Description	Retired
(0038,0044)	SQ	Discharge Diagnosis Code Sequence	Retired
(0038,0050)	LO	Special Needs	
(0038,0060)	LO	Service Episode ID	
(0038,0061)	LO	Issuer of Service Episode ID	Retired
(0038,0062)	LO	Service Episode Description	
(0038,0064)	SQ	Issuer of Service Episode ID Sequence	
(0038,0100)	SQ	Pertinent Documents Sequence	
(0038,0101)	SQ	Pertinent Resources Sequence	
(0038,0102)	LO	Resource Description	
(0038,0300)	LO	Current Patient Location	
(0038,0400)	LO	Patient's Institution Residence	
(0038,0500)	LO	Patient State	
(0038,0502)	SQ	Patient Clinical Trial Participation Sequence	
(0038,4000)	LT	Visit Comments	
(003A,0004)	CS	Waveform Originality	
(003A,0005)	US	Number of Waveform Channels	
(003A,0010)	UL	Number of Waveform Samples	
(003A,001A)	DS	Sampling Frequency	
(003A,0020)	SH	Multiplex Group Label	
(003A,0200)	SQ	Channel Definition Sequence	
(003A,0202)	IS	Waveform Channel Number	
(003A,0203)	SH	Channel Label	
(003A,0205)	CS	Channel Status	
(003A,0208)	SQ	Channel Source Sequence	
(003A,0209)	SQ	Channel Source Modifiers Sequence	
(003A,020A)	SQ	Source Waveform Sequence	
(003A,020C)	LO	Channel Derivation Description	
(003A,0210)	DS	Channel Sensitivity	
(003A,0211)	SQ	Channel Sensitivity Units Sequence	
(003A,0212)	DS	Channel Sensitivity Correction Factor	
(003A,0213)	DS	Channel Baseline	
(003A,0214)	DS	Channel Time Skew	
(003A,0215)	DS	Channel Sample Skew	
(003A,0218)	DS	Channel Offset	
(003A,021A)	US	Waveform Bits Stored	
(003A,0220)	DS	Filter Low Frequency	
(003A,0221)	DS	Filter High Frequency	
(003A,0222)	DS	Notch Filter Frequency	
(003A,0223)	DS	Notch Filter Bandwidth	
(003A,0230)	FL	Waveform Data Display Scale	
(003A,0231)	US	Waveform Display Background CIELab Value	
(003A,0240)	SQ	Waveform Presentation Group Sequence	
(003A,0241)	US	Presentation Group Number	
(003A,0242)	SQ	Channel Display Sequence	
(003A,0244)	US	Channel Recommended Display CIELab Value	
(003A,0245)	FL	Channel Position	
(003A,0246)	CS	Display Shading Flag	
(003A,0247)	FL	Fractional Channel Display Scale	
(003A,0248)	FL	Absolute Channel Display Scale	
(003A,0300)	SQ	Multiplexed Audio Channels Description Code Sequence	
(003A,0301)	IS	Channel Identification Code	
(003A,0302)	CS	Channel Mode	
(0040,0001)	AE	Scheduled Station AE Title	
(0040,0002)	DA	Scheduled Procedure Step Start Date	
(0040,0003)	TM	Scheduled Procedure Step Start Time	
(0040,0004)	DA	Scheduled Procedure Step End Date	
(0040,0005)	TM	Scheduled Procedure Step End Time	
(0040,0006)	PN	Scheduled Performing Physician's Name	
(0040,0007)	LO	Scheduled Procedure Step Description	
(0040,0008)	SQ	Scheduled Protocol Code Sequence	
(0040,0009)	SH	Scheduled Procedure Step ID	
(0040,000A)	SQ	Stage Code Sequence	
(0040,000B)	SQ	Scheduled Performing Physician Identification Sequence	
(0040,0010)	SH	Scheduled Station Name	
(0040,0011)	SH	Scheduled Procedure Step Location	
(0040,0012)	LO	Pre-Medication	
(0040,0020)	CS	Scheduled Procedure Step Status	
(0040,0026)	SQ	Order Placer Identifier Sequence	
(0040,0027)	SQ	Order Filler Identifier Sequence	
(0040,0031)	UT	Local Namespace Entity ID	
(0040,0032)	UT	Universal Entity ID	
(0040,0033)	CS	Universal Entity ID Type	
(0040,0035)	CS	Identifier Type Code	
(0040,0036)	SQ	Assigning Facility Sequence	
(0040,0039)	SQ	Assigning Jurisdiction Code Sequence	
(0040,003A)	SQ	Assigning Agency or Department Code Sequence	
(0040,0100)	SQ	Scheduled Procedure Step Sequence	
(0040,0220)	SQ	Referenced Non-Image Composite SOP Instance Sequence	
(0040,0241)	AE	Performed Station AE Title	
(0040,0242)	SH	Performed Station Name	
(0040,0243)	SH	Performed Location	
(0040,0244)	DA	Performed Procedure Step Start Date	
(0040,0245)	TM	Performed Procedure Step Start Time	
(0040,0250)	DA	Performed Procedure Step End Date	
(0040,0251)	TM	Performed Procedure Step End Time	
(0040,0252)	CS	Performed Procedure Step Status	
(0040,0253)	SH	Performed Procedure Step ID	
(0040,0254)	LO	Performed Procedure Step Description	
(0040,0255)	LO	Performed Procedure Type Description	
(0040,0260)	SQ	Performed Protocol Code Sequence	
(0040,0261)	CS	Performed Protocol Type	
(0040,0270)	SQ	Scheduled Step Attributes Sequence	
(0040,0275)	SQ	Request Attributes Sequence	
(0040,0280)	ST	Comments on the Performed Procedure Step	
(0040,0281)	SQ	Performed Procedure Step Discontinuation Reason Code Sequence	
(0040,0293)	SQ	Quantity Sequence	
(0040,0294)	DS	Quantity	
(0040,0295)	SQ	Measuring Units Sequence	
(0040,0296)	SQ	Billing Item Sequence	
(0040,0300)	US	Total Time of Fluoroscopy	
(0040,0301)	US	Total Number of Exposures	
(0040,0302)	US	Entrance Dose	
(0040,0303)	US	Exposed Area	
(0040,0306)	DS	Distance Source to Entrance	
(0040,0307)	DS	Distance Source to Support	Retired
(0040,030E)	SQ	Exposure Dose Sequence	
(0040,0310)	ST	Comments on Radiation Dose	
(0040,0312)	DS	X-Ray Output	
(0040,0314)	DS	Half Value Layer	
(0040,0316)	DS	Organ Dose	
(0040,0318)	CS	Organ Exposed	
(0040,0320)	SQ	Billing Procedure Step Sequence	
(0040,0321)	SQ	Film Consumption Sequence	
(0040,0324)	SQ	Billing Supplies and Devices Sequence	
(0040,0330)	SQ	Referenced Procedure Step Sequence	Retired
(0040,0340)	SQ	Performed Series Sequence	
(0040,0400)	LT	Comments on the Scheduled Procedure Step	
(0040,0440)	SQ	Protocol Context Sequence	
(0040,0441)	SQ	Content Item Modifier Sequence	
(0040,0500)	SQ	Scheduled Specimen Sequence	
(0040,050A)	LO	Specimen Accession Number	Retired
(0040,0512)	LO	Container Identifier	
(0040,0513)	SQ	Issuer of the Container Identifier Sequence	
(0040,0515)	SQ	Alternate Container Identifier Sequence	
(0040,0518)	SQ	Container Type Code Sequence	
(0040,051A)	LO	Container Description	
(0040,0520)	SQ	Container Component Sequence	
(0040,0550)	SQ	Specimen Sequence	Retired
(0040,0551)	LO	Specimen Identifier	
(0040,0552)	SQ	Specimen Description Sequence (Trial)	Retired
(0040,0553)	ST	Specimen Description (Trial)	Retired
(0040,0554)	UI	Specimen UID	
(0040,0555)	SQ	Acquisition Context Sequence	
(0040,0556)	ST	Acquisition Context Description	
(0040,059A)	SQ	Specimen Type Code Sequence	
(0040,0560)	SQ	Specimen Description Sequence	
(0040,0562)	SQ	Issuer of the Specimen Identifier Sequence	
(0040,0600)	LO	Specimen Short Description	
(0040,0602)	UT	Specimen Detailed Description	
(0040,0610)	SQ	Specimen Preparation Sequence	
(0040,0612)	SQ	Specimen Preparation Step Content Item Sequence	
(0040,0620)	SQ	Specimen Localization Content Item Sequence	
(0040,06FA)	LO	Slide Identifier	Retired
(0040,071A)	SQ	Image Center Point Coordinates Sequence	
(0040,072A)	DS	X Offset in Slide Coordinate System	
(0040,073A)	DS	Y Offset in Slide Coordinate System	
(0040,074A)	DS	Z Offset in Slide Coordinate System	
(0040,08D8)	SQ	Pixel Spacing Sequence	Retired
(0040,08DA)	SQ	Coordinate System Axis Code Sequence	Retired
(0040,08EA)	SQ	Measurement Units Code Sequence	
(0040,09F8)	SQ	Vital Stain Code Sequence (Trial)	Retired
(0040,1001)	SH	Requested Procedure ID	
(0040,1002)	LO	Reason for the Requested Procedure	
(0040,1003)	SH	Requested Procedure Priority	
(0040,1004)	LO	Patient Transport Arrangements	
(0040,1005)	LO	Requested Procedure Location	
(0040,1006)	SH	Placer Order Number / Procedure	Retired
(0040,1007)	SH	Filler Order Number / Procedure	Retired
(0040,1008)	LO	Confidentiality Code	
(0040,1009)	SH	Reporting Priority	
(0040,100A)	SQ	Reason for Requested Procedure Code Sequence	
(0040,1010)	PN	Names of Intended Recipients of Results	
(0040,1011)	SQ	Intended Recipients of Results Identification Sequence	
(0040,1012)	SQ	Reason For Performed Procedure Code Sequence	
(0040,1060)	LO	Requested Procedure Description (Trial)	Retired
(0040,1101)	SQ	Person Identification Code Sequence	
(0040,1102)	ST	Person's Address	
(0040,1103)	LO	Person's Telephone Numbers	
(0040,1104)	LT	Person's Telecom Information	
(0040,1400)	LT	Requested Procedure Comments	
(0040,2001)	LO	Reason for the Imaging Service Request	Retired
(0040,2004)	DA	Issue Date of Imaging Service Request	
(0040,2005)	TM	Issue Time of Imaging Service Request	
(0040,2006)	SH	Placer Order Number / Imaging Service Request (Retired)	Retired
(0040,2007)	SH	Filler Order Number / Imaging Service Request (Retired)	Retired
(0040,2008)	PN	Order Entered By	
(0040,2009)	SH	Order Enterer's Location	
(0040,2010)	SH	Order Callback Phone Number	
(0040,2011)	LT	Order Callback Telecom Information	
(0040,2016)	LO	Placer Order Number / Imaging Service Request	
(0040,2017)	LO	Filler Order Number / Imaging Service Request	
(0040,2400)	LT	Imaging Service Request Comments	
(0040,3001)	LO	Confidentiality Constraint on Patient Data Description	
(0040,4001)	CS	General Purpose Scheduled Procedure Step Status	Retired
(0040,4002)	CS	General Purpose Performed Procedure Step Status	Retired
(0040,4003)	CS	General Purpose Scheduled Procedure Step Priority	Retired
(0040,4004)	SQ	Scheduled Processing Applications Code Sequence	Retired
(0040,4005)	DT	Scheduled Procedure Step Start DateTime	
(0040,4006)	CS	Multiple Copies Flag	Retired
(0040,4007)	SQ	Performed Processing Applications Code Sequence	
(0040,4009)	SQ	Human Performer Code Sequence	
(0040,4010)	DT	Scheduled Procedure Step Modification DateTime	
(0040,4011)	DT	Expected Completion DateTime	
(0040,4015)	SQ	Resulting General Purpose Performed Procedure Steps Sequence	Retired
(0040,4016)	SQ	Referenced General Purpose Scheduled Procedure Step Sequence	Retired
(0040,4018)	SQ	Scheduled Workitem Code Sequence	
(0040,4019)	SQ	Performed Workitem Code Sequence	
(0040,4020)	CS	Input Availability Flag	
(0040,4021)	SQ	Input Information Sequence	
(0040,4022)	SQ	Relevant Information Sequence	Retired
(0040,4023)	UI	Referenced General Purpose Scheduled Procedure Step Transaction UID	Retired
(0040,4025)	SQ	Scheduled Station Name Code Sequence	
(0040,4026)	SQ	Scheduled Station Class Code Sequence	
(0040,4027)	SQ	Scheduled Station Geographic Location Code Sequence	
(0040,4028)	SQ	Performed Station Name Code Sequence	
(0040,4029)	SQ	Performed Station Class Code Sequence	
(0040,4030)	SQ	Performed Station Geographic Location Code Sequence	
(0040,4031)	SQ	Requested Subsequent Workitem Code Sequence	Retired
(0040,4032)	SQ	Non-DICOM Output Code Sequence	Retired
(0040,4033)	SQ	Output Information Sequence	
(0040,4034)	SQ	Scheduled Human Performers Sequence	
(0040,4035)	SQ	Actual Human Performers Sequence	
(0040,4036)	LO	Human Performer's Organization	
(0040,4037)	PN	Human Performer's Name	
(0040,4040)	CS	Raw Data Handling	
(0040,4041)	CS	Input Readiness State	
(0040,4050)	DT	Performed Procedure Step Start DateTime	
(0040,4051)	DT	Performed Procedure Step End DateTime	
(0040,4052)	DT	Procedure Step Cancellation DateTime	
(0040,4070)	SQ	Output Destination Sequence	
(0040,4071)	SQ	DICOM Storage Sequence	
(0040,4072)	SQ	STOW-RS Storage Sequence	
(0040,4073)	UR	Storage URL	
(0040,4074)	SQ	XDS Storage Sequence	
(0040,8302)	DS	Entrance Dose in mGy	
(0040,9092)	SQ	Parametric Map Frame Type Sequence	
(0040,9094)	SQ	Referenced Image Real World Value Mapping Sequence	
(0040,9096)	SQ	Real World Value Mapping Sequence	
(0040,9098)	SQ	Pixel Value Mapping Code Sequence	
(0040,9210)	SH	LUT Label	
(0040,9211)	US or SS	Real World Value Last Value Mapped	
(0040,9212)	FD	Real World Value LUT Data	
(0040,9213)	FD	Double Float Real World Value Last Value Mapped	
(0040,9214)	FD	Double Float Real World Value First Value Mapped	
(0040,9216)	US or SS	Real World Value First Value Mapped	
(0040,9220)	SQ	Quantity Definition Sequence	
(0040,9224)	FD	Real World Value Intercept	
(0040,9225)	FD	Real World Value Slope	
(0040,A007)	CS	Findings Flag (Trial)	Retired
(0040,A010)	CS	Relationship Type	
(0040,A020)	SQ	Findings Sequence (Trial)	Retired
(0040,A021)	UI	Findings Group UID (Trial)	Retired
(0040,A022)	UI	Referenced Findings Group UID (Trial)	Retired
(0040,A023)	DA	Findings Group Recording Date (Trial)	Retired
(0040,A024)	TM	Findings Group Recording Time (Trial)	Retired
(0040,A026)	SQ	Findings Source Category Code Sequence (Trial)	Retired
(0040,A027)	LO	Verifying Organization	
(0040,A028)	SQ	Documenting Organization Identifier Code Sequence (Trial)	Retired
(0040,A030)	DT	Verification DateTime	
(0040,A032)	DT	Observation DateTime	
(0040,A040)	CS	Value Type	
(0040,A043)	SQ	Concept Name Code Sequence	
(0040,A047)	LO	Measurement Precision Description (Trial)	Retired
(0040,A050)	CS	Continuity Of Content	
(0040,A057)	CS	Urgency or Priority Alerts (Trial)	Retired
(0040,A060)	LO	Sequencing Indicator (Trial)	Retired
(0040,A066)	SQ	Document Identifier Code Sequence (Trial)	Retired
(0040,A067)	PN	Document Author (Trial)	Retired
(0040,A068)	SQ	Document Author Identifier Code Sequence (Trial)	Retired
(0040,A070)	SQ	Identifier Code Sequence (Trial)	Retired
(0040,A073)	SQ	Verifying Observer Sequence	
(0040,A074)	OB	Object Binary Identifier (Trial)	Retired
(0040,A075)	PN	Verifying Observer Name	
(0040,A076)	SQ	Documenting Observer Identifier Code Sequence (Trial)	Retired
(0040,A078)	SQ	Author Observer Sequence	
(0040,A07A)	SQ	Participant Sequence	
(0040,A07C)	SQ	Custodial Organization Sequence	
(0040,A080)	CS	Participation Type	
(0040,A082)	DT	Participation DateTime	
(0040,A084)	CS	Observer Type	
(0040,A085)	SQ	Procedure Identifier Code Sequence (Trial)	Retired
(0040,A088)	SQ	Verifying Observer Identification Code Sequence	
(0040,A089)	OB	Object Directory Binary Identifier (Trial)	Retired
(0040,A090)	SQ	Equivalent CDA Document Sequence	Retired
(0040,A0B0)	US	Referenced Waveform Channels	
(0040,A110)	DA	Date of Document or Verbal Transaction (Trial)	Retired
(0040,A112)	TM	Time of Document Creation or Verbal Transaction (Trial)	Retired
(0040,A120)	DT	DateTime	
(0040,A121)	DA	Date	
(0040,A122)	TM	Time	
(0040,A123)	PN	Person Name	
(0040,A124)	UI	UID	
(0040,A125)	CS	Report Status ID (Trial)	Retired
(0040,A130)	CS	Temporal Range Type	
(0040,A132)	UL	Referenced Sample Positions	
(0040,A136)	US	Referenced Frame Numbers	
(0040,A138)	DS	Referenced Time Offsets	
(0040,A13A)	DT	Referenced DateTime	
(0040,A160)	UT	Text Value	
(0040,A161)	FD	Floating Point Value	
(0040,A162)	SL	Rational Numerator Value	
(0040,A163)	UL	Rational Denominator Value	
(0040,A167)	SQ	Observation Category Code Sequence (Trial)	Retired
(0040,A168)	SQ	Concept Code Sequence	
(0040,A16A)	ST	Bibliographic Citation (Trial)	Retired
(0040,A170)	SQ	Purpose of Reference Code Sequence	
(0040,A171)	UI	Observation UID	
(0040,A172)	UI	Referenced Observation UID (Trial)	Retired
(0040,A173)	CS	Referenced Observation Class (Trial)	Retired
(0040,A174)	CS	Referenced Object Observation Class (Trial)	Retired
(0040,A180)	US	Annotation Group Number	
(0040,A192)	DA	Observation Date (Trial)	Retired
(0040,A193)	TM	Observation Time (Trial)	Retired
(0040,A194)	CS	Measurement Automation (Trial)	Retired
(0040,A195)	SQ	Modifier Code Sequence	
(0040,A224)	ST	Identification Description (Trial)	Retired
(0040,A290)	CS	Coordinates Set Geometric Type (Trial)	Retired
(0040,A296)	SQ	Algorithm Code Sequence (Trial)	Retired
(0040,A297)	ST	Algorithm Description (Trial)	Retired
(0040,A29A)	SL	Pixel Coordinates Set (Trial)	Retired
(0040,A300)	SQ	Measured Value Sequence	
(0040,A301)	SQ	Numeric Value Qualifier Code Sequence	
(0040,A307)	PN	Current Observer (Trial)	Retired
(0040,A30A)	DS	Numeric Value	
(0040,A313)	SQ	Referenced Accession Sequence (Trial)	Retired
(0040,A33A)	ST	Report Status Comment (Trial)	Retired
(0040,A340)	SQ	Procedure Context Sequence (Trial)	Retired
(0040,A352)	PN	Verbal Source (Trial)	Retired
(0040,A353)	ST	Address (Trial)	Retired
(0040,A354)	LO	Telephone Number (Trial)	Retired
(0040,A358)	SQ	Verbal Source Identifier Code Sequence (Trial)	Retired
(0040,A360)	SQ	Predecessor Documents Sequence	
(0040,A370)	SQ	Referenced Request Sequence	
(0040,A372)	SQ	Performed Procedure Code Sequence	
(0040,A375)	SQ	Current Requested Procedure Evidence Sequence	
(0040,A380)	SQ	Report Detail Sequence (Trial)	Retired
(0040,A385)	SQ	Pertinent Other Evidence Sequence	
(0040,A390)	SQ	HL7 Structured Document Reference Sequence	
(0040,A402)	UI	Observation Subject UID (Trial)	Retired
(0040,A403)	CS	Observation Subject Class (Trial)	Retired
(0040,A404)	SQ	Observation Subject Type Code Sequence (Trial)	Retired
(0040,A491)	CS	Completion Flag	
(0040,A492)	LO	Completion Flag Description	
(0040,A493)	CS	Verification Flag	
(0040,A494)	CS	Archive Requested	
(0040,A496)	CS	Preliminary Flag	
(0040,A504)	SQ	Content Template Sequence	
(0040,A525)	SQ	Identical Documents Sequence	
(0040,A600)	CS	Observation Subject Context Flag (Trial)	Retired
(0040,A601)	CS	Observer Context Flag (Trial)	Retired
(0040,A603)	CS	Procedure Context Flag (Trial)	Retired
(0040,A730)	SQ	Content Sequence	
(0040,A731)	SQ	Relationship Sequence (Trial)	Retired
(0040,A732)	SQ	Relationship Type Code Sequence (Trial)	Retired
(0040,A744)	SQ	Language Code Sequence (Trial)	Retired
(0040,A992)	ST	Uniform Resource Locator (Trial)	Retired
(0040,B020)	SQ	Waveform Annotation Sequence	
(0040,DB00)	CS	Template Identifier	
(0040,DB06)	DT	Template Version	Retired
(0040,DB07)	DT	Template Local Version	Retired
(0040,DB0B)	CS	Template Extension Flag	Retired
(0040,DB0C)	UI	Template Extension Organization UID	Retired
(0040,DB0D)	UI	Template Extension Creator UID	Retired
(0040,DB73)	UL	Referenced Content Item Identifier	
(0040,E001)	ST	HL7 Instance Identifier	
(0040,E004)	DT	HL7 Document Effective Time	
(0040,E006)	SQ	HL7 Document Type Code Sequence	
(0040,E008)	SQ	Document Class Code Sequence	
(0040,E010)	UR	Retrieve URI	
(0040,E011)	UI	Retrieve Location UID	
(0040,E020)	CS	Type of Instances	
(0040,E021)	SQ	DICOM Retrieval Sequence	
(0040,E022)	SQ	DICOM Media Retrieval Sequence	
(0040,E023)	SQ	WADO Retrieval Sequence	
(0040,E024)	SQ	XDS Retrieval Sequence	
(0040,E025)	SQ	WADO-RS Retrieval Sequence	
(0040,E030)	UI	Repository Unique ID	
(0040,E031)	UI	Home Community ID	
(0042,0010)	ST	Document Title	
(0042,0011)	OB	Encapsulated Document	
(0042,0012)	LO	MIME Type of Encapsulated Document	
(0042,0013)	SQ	Source Instance Sequence	
(0042,0014)	LO	List of MIME Types	
(0044,0001)	ST	Product Package Identifier	
(0044,0002)	CS	Substance Administration Approval	
(0044,0003)	LT	Approval Status Further Description	
(0044,0004)	DT	Approval Status DateTime	
(0044,0007)	SQ	Product Type Code Sequence	
(0044,0008)	LO	Product Name	
(0044,0009)	LT	Product Description	
(0044,000A)	LO	Product Lot Identifier	
(0044,000B)	DT	Product Expiration DateTime	
(0044,0010)	DT	Substance Administration DateTime	
(0044,0011)	LO	Substance Administration Notes	
(0044,0012)	LO	Substance Administration Device ID	
